date,TA_AVG,TA_MAX,TA_MIN
1932-07-03,23.7,30.5,18.9
1932-07-04,25.2,32.1,19.4
1932-07-05,21.3,26.5,19.3
1932-07-06,22.8,25.7,19.6
1932-07-07,23.6,30.6,19.6
1932-07-08,23.8,28.5,21.0
1932-07-09,25.7,30.5,21.7
1932-07-10,23.9,26.2,21.1
1932-07-11,23.5,26.7,22.6
1932-07-12,24.4,31.0,19.7
1932-07-13,25.9,31.6,22.9
1932-07-14,26.8,33.0,22.4
1932-07-15,27.1,33.8,24.1
1932-07-16,26.1,30.7,24.0
1932-07-17,24.6,29.3,23.4
1932-07-18,24.5,28.5,23.5
1932-07-19,26.6,30.2,24.7
1932-07-20,25.3,30.5,24.1
1932-07-21,28.2,33.4,25.5
1932-07-22,28.1,33.4,26.0
1932-07-23,27.7,32.1,25.3
1932-07-24,25.5,28.5,24.0
1932-07-25,27.6,33.2,24.2
1932-07-26,28.5,33.7,25.0
1932-07-27,28.2,34.1,23.6
1932-07-28,28.3,33.8,24.8
1932-07-29,29.0,35.4,25.0
1932-07-30,29.3,35.6,24.9
1932-07-31,29.1,36.3,24.0
1932-08-01,30.5,37.2,25.0
1932-08-02,30.8,37.2,25.8
1932-08-03,27.4,30.5,24.1
1932-08-04,26.0,28.7,24.6
1932-08-05,25.2,29.0,22.5
1932-08-06,24.8,30.0,21.8
1932-08-07,24.5,30.1,20.0
1932-08-08,25.4,31.2,21.7
1932-08-09,27.4,33.7,22.9
1932-08-10,27.9,36.0,24.0
1932-08-11,27.4,32.5,25.4
1932-08-12,27.3,34.2,24.2
1932-08-13,27.8,34.5,22.2
1932-08-14,27.0,31.0,24.7
1932-08-15,28.1,35.0,24.0
1932-08-16,26.9,32.1,23.3
1932-08-17,23.7,26.4,22.7
1932-08-18,24.4,30.3,20.9
1932-08-19,23.8,27.3,21.7
1932-08-20,24.4,30.2,20.1
1932-08-21,23.3,30.4,17.8
1932-08-22,22.9,26.7,19.0
1932-08-23,23.2,28.3,19.7
1932-08-24,22.2,26.7,19.0
1932-08-25,25.3,31.3,20.0
1932-08-26,24.2,26.0,23.2
1932-08-27,25.2,29.9,22.6
1932-08-28,26.4,32.5,21.6
1932-08-29,26.9,31.8,23.9
1932-08-30,22.2,25.3,20.1
1932-08-31,21.4,24.3,19.1
1932-09-01,21.6,25.5,19.8
1932-09-02,21.5,26.5,18.3
1932-09-03,22.0,26.3,19.5
1932-09-04,20.2,25.5,17.4
1932-09-05,20.1,26.6,14.8
1932-09-06,19.1,26.1,13.3
1932-09-07,19.5,27.9,12.9
1932-09-08,19.5,23.4,16.0
1932-09-09,20.6,28.1,14.2
1932-09-10,21.0,29.0,14.7
1932-09-11,22.4,29.5,15.6
1932-09-12,21.7,28.2,18.0
1932-09-13,21.1,29.0,15.2
1932-09-14,22.3,29.5,16.5
1932-09-15,22.1,27.9,18.8
1932-09-16,20.4,26.9,15.0
1932-09-17,20.3,27.1,14.6
1932-09-18,19.7,27.4,13.3
1932-09-19,20.3,27.4,14.9
1932-09-20,20.1,26.7,16.3
1932-09-21,19.8,25.0,14.3
1932-09-22,21.2,28.0,17.3
1932-09-23,20.2,25.4,17.6
1932-09-24,19.0,25.7,17.0
1932-09-25,19.8,26.8,15.2
1932-09-26,19.5,23.8,16.5
1932-09-27,17.4,22.7,16.1
1932-09-28,18.5,24.5,14.3
1932-09-29,18.4,24.5,14.0
1932-09-30,15.6,24.9,12.6
1932-10-01,18.5,26.5,13.4
1932-10-02,17.0,22.5,14.6
1932-10-03,14.7,21.1,11.7
1932-10-04,13.2,20.1,9.2
1932-10-05,12.0,19.6,7.0
1932-10-06,13.4,22.0,5.2
1932-10-07,14.8,23.5,8.8
1932-10-08,12.7,18.7,10.0
1932-10-09,12.1,19.0,6.0
1932-10-10,11.8,18.7,6.8
1932-10-11,10.8,19.0,4.8
1932-10-12,11.7,20.7,5.2
1932-10-13,13.3,21.7,7.0
1932-10-14,14.2,22.6,7.5
1932-10-15,16.9,22.7,11.9
1932-10-16,14.7,22.2,9.7
1932-10-17,11.1,15.5,7.3
1932-10-18,8.9,15.4,2.3
1932-10-19,10.0,18.1,3.6
1932-10-20,10.9,16.7,5.3
1932-10-21,11.0,15.1,8.7
1932-10-22,11.7,18.3,4.8
1932-10-23,9.2,16.7,5.1
1932-10-24,7.7,14.1,3.6
1932-10-25,7.7,16.3,0.3
1932-10-26,9.1,18.2,1.3
1932-10-27,10.7,19.7,3.5
1932-10-28,12.5,19.9,6.9
1932-10-29,12.7,20.1,7.8
1932-10-30,12.3,19.5,8.2
1932-10-31,10.4,18.3,6.0
1932-11-01,6.1,13.3,0.6
1932-11-02,9.1,18.0,2.3
1932-11-03,11.9,19.7,4.3
1932-11-04,12.8,19.7,8.0
1932-11-05,15.6,22.5,7.0
1932-11-06,4.2,17.2,-2.1
1932-11-07,-3.3,0.0,-6.5
1932-11-08,4.0,12.5,-6.5
1932-11-09,9.0,17.2,2.4
1932-11-10,6.8,14.5,1.0
1932-11-11,6.9,12.1,1.6
1932-11-12,5.9,12.0,2.4
1932-11-13,6.0,14.7,-1.0
1932-11-14,7.0,14.8,-0.1
1932-11-15,3.8,6.1,3.0
1932-11-16,2.5,7.8,-0.5
1932-11-17,2.6,10.0,-3.6
1932-11-18,5.2,12.0,-0.1
1932-11-19,5.4,12.9,-1.6
1932-11-20,7.6,13.4,4.1
1932-11-21,3.7,11.0,-2.0
1932-11-22,6.4,14.3,-0.4
1932-11-23,7.5,13.5,1.9
1932-11-24,9.3,11.3,6.4
1932-11-25,9.8,14.4,5.2
1932-11-26,2.5,7.5,-0.6
1932-11-27,2.4,7.5,-1.7
1932-11-28,1.0,3.2,-1.8
1932-11-29,0.0,6.2,-5.5
1932-11-30,2.7,9.4,-1.9
1932-12-01,6.4,12.5,-1.0
1932-12-02,3.8,10.0,0.0
1932-12-03,5.5,10.1,0.1
1932-12-04,4.5,8.8,0.5
1932-12-05,3.4,7.2,1.0
1932-12-06,-0.7,3.6,-3.1
1932-12-07,-1.9,3.6,-7.0
1932-12-08,-2.1,1.8,-5.1
1932-12-09,-1.3,4.8,-7.3
1932-12-10,-0.1,5.1,-6.6
1932-12-11,1.9,4.9,-0.3
1932-12-12,-4.0,3.1,-9.5
1932-12-13,-6.1,-2.0,-11.4
1932-12-14,-1.9,1.0,-5.6
1932-12-15,-3.3,2.0,-7.8
1932-12-16,-1.8,4.6,-7.8
1932-12-17,2.4,8.9,-3.6
1932-12-18,3.6,7.8,1.0
1932-12-19,4.6,5.5,1.1
1932-12-20,-2.5,5.5,-5.3
1932-12-21,-3.9,-0.7,-7.9
1932-12-22,-3.5,0.2,-5.5
1932-12-23,-4.0,0.5,-9.1
1932-12-24,0.2,3.6,-4.8
1932-12-25,3.3,4.8,1.4
1932-12-26,4.7,8.5,1.2
1932-12-27,5.8,8.7,2.9
1932-12-28,2.5,5.8,1.6
1932-12-29,3.2,5.0,0.9
1932-12-30,2.7,7.2,-1.0
1932-12-31,-3.3,1.2,-6.4
1933-01-01,-5.4,-1.5,-10.8
1933-01-02,-2.0,1.7,-7.4
1933-01-03,-2.9,0.2,-7.0
1933-01-04,-3.7,-0.7,-7.0
1933-01-05,-2.7,1.6,-8.6
1933-01-06,-2.7,0.4,-7.4
1933-01-07,0.5,3.4,-3.8
1933-01-08,0.5,3.4,-2.8
1933-01-09,0.5,3.1,-4.3
1933-01-10,3.0,6.1,-1.0
1933-01-11,-3.3,3.7,-10.6
1933-01-12,-14.2,-9.5,-18.1
1933-01-13,-13.3,-10.7,-18.2
1933-01-14,-11.1,-7.3,-16.2
1933-01-15,-9.4,-4.5,-14.9
1933-01-16,-7.4,-3.8,-15.6
1933-01-17,-4.1,-0.8,-7.8
1933-01-18,-7.3,-3.6,-10.7
1933-01-19,-8.3,-4.0,-13.8
1933-01-20,-6.6,-2.1,-13.7
1933-01-21,-6.6,-2.8,-10.3
1933-01-22,-8.2,-3.5,-13.9
1933-01-23,-7.1,-3.0,-11.5
1933-01-24,-10.4,-6.2,-14.4
1933-01-25,-11.7,-7.8,-15.3
1933-01-26,-14.1,-10.3,-18.4
1935-02-16,-0.3,4.3,-5.6
1935-02-17,-0.8,4.7,-5.6
1935-02-18,-1.1,4.4,-6.3
1935-02-19,0.4,7.9,-5.9
1935-02-20,0.6,6.8,-4.6
1935-02-21,0.7,8.6,-6.2
1935-02-22,2.3,8.3,-2.3
1935-02-23,2.6,10.5,-4.5
1935-02-24,5.2,10.7,-0.7
1935-02-25,5.6,12.8,-1.4
1935-02-26,7.7,16.0,0.1
1935-02-27,6.4,13.4,0.6
1935-02-28,2.9,8.1,0.6
1935-03-01,2.5,7.8,-1.7
1935-03-02,2.8,7.9,-1.8
1935-03-03,2.5,6.4,-0.4
1935-03-04,0.9,4.3,-1.0
1935-03-05,0.0,4.2,-4.0
1935-03-06,1.5,8.4,-3.8
1935-03-07,2.8,6.6,0.2
1935-03-08,4.5,8.4,-0.4
1935-03-09,8.5,13.6,4.8
1935-03-10,5.4,10.0,2.2
1935-03-11,2.6,8.6,-1.6
1935-03-12,3.6,7.6,-1.7
1935-03-13,3.1,9.4,-2.8
1935-03-14,5.3,10.4,0.5
1935-03-15,8.2,14.9,-0.1
1935-03-16,7.7,11.4,4.5
1935-03-17,5.8,11.7,-1.2
1935-03-18,11.0,19.1,3.5
1935-03-19,7.7,10.7,5.4
1935-03-20,3.2,8.4,-0.2
1935-03-21,3.2,9.1,-3.1
1935-03-22,3.8,9.1,-2.9
1935-03-23,7.8,13.8,2.1
1935-03-24,8.1,14.3,4.2
1935-03-25,6.3,11.3,3.2
1935-03-26,6.1,12.8,-0.8
1935-03-27,8.5,15.4,0.6
1935-03-28,8.0,12.3,5.3
1935-03-29,5.7,10.0,1.3
1935-03-30,5.6,11.4,0.0
1935-03-31,5.8,12.9,-1.3
1935-04-01,5.3,12.4,-0.9
1935-04-02,6.4,13.7,-0.4
1935-04-03,8.0,15.6,0.4
1935-04-04,8.0,15.5,3.0
1935-04-05,8.2,15.3,0.7
1935-04-06,8.6,16.5,2.3
1935-04-07,10.4,20.1,0.7
1935-04-08,15.0,24.7,5.7
1935-04-09,12.1,15.0,10.8
1935-04-10,12.6,16.7,9.9
1935-04-11,8.9,12.9,4.9
1935-04-12,6.1,13.5,-0.4
1935-04-13,9.1,18.6,0.7
1935-04-14,7.4,9.2,6.0
1935-04-15,7.2,10.7,5.8
1935-04-16,8.3,15.9,0.9
1935-04-17,8.9,16.1,2.5
1935-04-18,10.1,18.3,2.5
1935-04-19,10.3,17.3,4.0
1935-04-20,11.5,18.3,5.0
1935-04-21,11.5,17.7,8.6
1935-04-22,9.8,14.6,4.5
1935-04-23,13.6,22.0,7.1
1935-04-24,13.7,20.7,6.9
1935-04-25,16.9,24.0,11.4
1935-04-26,17.9,23.6,13.3
1935-04-27,11.6,16.5,8.8
1935-04-28,11.7,17.7,5.3
1935-04-29,12.3,20.2,6.2
1935-04-30,7.2,11.5,5.2
1935-05-01,9.2,14.9,4.1
1935-05-02,11.8,18.4,5.5
1935-05-03,12.7,18.6,7.9
1935-05-04,12.7,17.5,9.6
1935-05-05,13.2,18.7,10.6
1935-05-06,12.1,19.2,6.3
1935-05-07,15.0,22.3,6.4
1935-05-08,15.4,19.2,13.2
1935-05-09,17.6,24.6,11.7
1935-05-10,20.2,26.6,14.8
1935-05-11,20.0,24.7,16.4
1935-05-12,14.7,16.9,12.7
1935-05-13,15.4,21.2,8.4
1935-05-14,13.0,16.5,10.5
1935-05-15,13.2,19.5,9.3
1935-05-16,12.4,18.0,7.3
1935-05-17,12.8,18.4,8.2
1935-05-18,15.0,21.6,10.6
1935-05-19,15.7,24.5,10.0
1935-05-20,15.6,22.5,10.5
1935-05-21,16.1,23.1,11.2
1935-05-22,16.9,25.2,9.7
1935-05-23,18.9,27.5,11.0
1935-05-24,19.9,30.1,11.5
1935-05-25,21.5,29.5,13.7
1935-05-26,17.9,20.5,17.2
1935-05-27,18.6,23.2,15.2
1935-05-28,19.3,26.8,12.8
1935-05-29,18.9,24.4,15.1
1935-05-30,19.6,27.4,12.5
1935-05-31,20.0,26.8,14.6
1935-06-01,20.5,29.0,13.7
1935-06-02,22.0,29.8,15.7
1935-06-03,16.8,22.1,13.8
1935-06-04,14.5,16.2,12.6
1935-06-05,17.7,23.5,12.4
1935-06-06,16.1,23.1,13.3
1935-06-07,17.1,22.1,13.2
1935-06-08,19.5,27.4,13.1
1935-06-09,20.7,25.2,17.3
1935-06-10,18.9,24.0,16.2
1935-06-11,19.6,27.9,13.2
1935-06-12,22.1,29.5,16.0
1935-06-13,21.5,28.2,16.1
1935-06-14,22.0,29.0,16.1
1935-06-15,22.4,27.8,16.9
1935-06-16,19.1,21.8,17.2
1935-06-17,17.7,22.9,15.3
1935-06-18,20.7,26.6,15.3
1935-06-19,21.9,27.3,18.1
1935-06-20,21.5,26.0,17.3
1935-06-21,21.3,26.3,17.9
1935-06-22,20.1,25.0,16.8
1935-06-23,19.9,24.0,17.8
1935-06-24,20.4,28.3,15.5
1935-06-25,21.3,27.2,16.6
1935-06-26,22.7,28.4,16.9
1935-06-27,23.1,28.5,18.3
1935-06-28,22.0,25.6,20.5
1935-06-29,19.9,23.1,18.4
1935-06-30,21.1,25.4,18.1
1935-07-01,21.9,28.3,17.4
1935-07-02,22.3,29.5,17.5
1935-07-03,20.2,27.2,18.6
1935-07-04,22.5,27.5,19.3
1935-07-05,22.8,27.8,19.0
1935-07-06,23.0,29.8,17.7
1935-07-07,25.3,32.3,19.4
1935-07-08,25.7,31.8,20.3
1935-07-09,25.9,30.9,20.4
1935-07-10,21.5,26.6,19.0
1935-07-11,21.7,25.3,18.3
1935-07-12,23.2,25.5,21.6
1935-07-13,25.4,28.0,20.9
1935-07-14,23.7,27.8,21.4
1935-07-15,23.8,27.8,20.8
1935-07-16,24.4,28.7,22.0
1935-07-17,25.1,30.5,20.9
1935-07-18,23.3,28.6,20.1
1935-07-19,22.0,26.2,19.6
1935-07-20,21.9,26.8,19.0
1935-07-21,19.1,20.5,17.3
1935-07-22,21.4,25.9,17.7
1935-07-23,23.1,25.0,21.4
1935-07-24,26.0,31.7,21.1
1935-07-25,25.6,32.6,21.8
1935-07-26,25.5,29.3,22.2
1935-07-27,25.5,27.8,22.6
1935-07-28,25.9,30.0,24.0
1935-07-29,26.4,30.5,22.7
1935-07-30,27.0,31.3,24.5
1935-07-31,27.6,32.1,24.9
1935-08-01,26.4,30.1,24.5
1935-08-02,27.1,32.6,24.0
1935-08-03,27.6,33.5,23.1
1935-08-04,26.4,30.6,23.0
1935-08-05,23.0,26.2,21.8
1935-08-06,24.3,30.1,19.3
1935-08-07,25.4,29.8,21.6
1935-08-08,25.2,29.6,22.5
1935-08-09,26.4,31.0,22.5
1935-08-10,26.3,31.3,23.4
1935-08-11,25.5,31.7,19.5
1935-08-12,23.7,26.6,20.3
1935-08-13,23.8,28.3,21.6
1935-08-14,24.7,31.5,19.6
1935-08-15,25.1,32.5,20.8
1935-08-16,26.0,31.6,21.3
1935-08-17,25.1,33.1,21.6
1935-08-18,25.3,32.2,21.0
1935-08-19,24.5,28.9,21.2
1935-08-20,25.4,29.9,22.1
1935-08-21,26.5,30.8,22.5
1935-08-22,25.7,28.7,23.3
1935-08-23,22.2,25.2,21.0
1935-08-24,23.1,26.7,19.8
1935-08-25,24.7,31.2,19.2
1935-08-26,25.2,29.4,21.6
1935-08-27,24.7,28.5,21.5
1935-08-28,25.9,31.5,21.6
1935-08-29,24.7,30.5,20.8
1935-08-30,22.9,29.7,18.6
1935-08-31,22.2,29.1,16.1
1935-09-01,24.4,30.4,19.3
1935-09-02,24.1,31.0,19.5
1935-09-03,22.5,30.7,19.2
1935-09-04,24.7,31.7,19.1
1935-09-05,24.7,31.2,17.3
1935-09-06,22.6,25.5,21.0
1935-09-07,26.2,32.3,20.3
1935-09-08,28.2,33.0,24.9
1935-09-09,27.2,31.5,24.1
1935-09-10,24.3,28.5,21.7
1935-09-11,23.5,28.0,20.2
1935-09-12,21.5,25.7,16.8
1935-09-13,13.2,19.1,10.6
1935-09-14,14.2,22.3,6.1
1935-09-15,16.9,25.7,8.9
1935-09-16,18.3,24.8,11.7
1935-09-17,19.4,27.5,12.9
1935-09-18,20.0,27.4,14.5
1935-09-19,18.6,26.9,12.5
1935-09-20,19.5,26.9,12.9
1935-09-21,19.2,25.8,13.4
1935-09-22,20.0,28.6,12.5
1935-09-23,19.8,26.5,14.4
1935-09-24,19.3,27.0,13.4
1935-09-25,16.8,22.9,12.8
1935-09-26,13.1,21.4,10.9
1935-09-27,14.9,23.1,10.0
1935-09-28,16.6,24.9,8.6
1935-09-29,17.2,25.4,10.5
1935-09-30,17.6,25.2,10.5
1935-10-01,16.9,21.5,12.8
1935-10-02,14.9,16.9,13.5
1935-10-03,17.3,22.3,14.0
1935-10-04,14.2,19.9,10.9
1935-10-05,14.3,22.5,8.1
1935-10-06,12.9,18.8,5.6
1935-10-07,10.2,15.9,5.0
1935-10-08,12.1,20.1,3.3
1935-10-09,16.1,23.8,9.4
1935-10-10,17.3,25.4,9.9
1935-10-11,18.2,25.3,11.8
1935-10-12,17.2,22.6,13.3
1935-10-13,14.8,20.2,10.4
1935-10-14,15.4,22.6,8.1
1935-10-15,17.7,22.4,13.5
1935-10-16,16.4,22.6,13.5
1935-10-17,12.4,15.5,9.2
1935-10-18,12.8,17.6,8.5
1935-10-19,12.4,18.8,6.6
1935-10-20,13.6,20.1,6.8
1935-10-21,15.2,21.4,11.4
1935-10-22,13.0,20.5,6.5
1935-10-23,15.0,22.9,8.9
1937-11-12,10.5,15.0,4.9
1937-11-13,9.5,16.6,2.8
1937-11-14,9.3,16.7,2.8
1937-11-15,10.0,15.9,3.4
1937-11-16,9.9,16.9,2.7
1937-11-17,12.1,17.8,7.5
1937-11-18,9.4,13.0,6.9
1937-11-19,5.2,9.2,3.5
1937-11-20,6.9,12.2,2.4
1937-11-21,2.7,7.8,-1.9
1937-11-22,-1.7,1.3,-5.3
1937-11-23,-0.5,3.2,-4.4
1937-11-24,-1.2,1.3,-3.2
1937-11-25,-1.2,3.3,-6.0
1937-11-26,2.1,4.3,-2.9
1937-11-27,4.7,8.8,1.6
1937-11-28,3.1,7.8,-0.4
1937-11-29,1.5,6.1,-3.7
1937-11-30,2.9,7.6,-0.4
1937-12-01,4.3,9.2,0.6
1937-12-02,-4.8,3.5,-7.8
1937-12-03,-7.4,-4.5,-9.7
1937-12-04,-7.7,-3.5,-11.4
1937-12-05,-7.5,-2.9,-11.4
1937-12-06,-5.2,0.6,-10.2
1937-12-07,-2.5,0.4,-5.9
1937-12-08,-4.0,2.6,-11.2
1937-12-09,1.5,3.7,-3.0
1937-12-10,2.2,7.4,-2.0
1937-12-11,-1.7,2.9,-5.2
1937-12-12,-7.7,-1.7,-10.1
1937-12-13,-6.2,-2.8,-11.7
1937-12-14,1.6,4.9,-3.4
1937-12-15,-0.5,2.8,-4.2
1937-12-16,0.7,4.2,-5.7
1937-12-17,4.7,11.1,-0.3
1937-12-18,-1.2,6.9,-7.6
1937-12-19,-8.2,-4.1,-11.8
1937-12-20,-9.2,-4.9,-12.4
1937-12-21,-8.0,-2.9,-14.4
1937-12-22,-1.0,4.1,-8.2
1937-12-23,3.0,4.7,-0.7
1937-12-24,0.6,4.6,-4.7
1937-12-25,-7.4,-4.0,-10.4
1937-12-26,-11.3,-7.3,-14.5
1937-12-27,-11.7,-7.3,-16.0
1937-12-28,-8.4,-4.4,-14.3
1937-12-29,-7.4,-2.9,-11.6
1937-12-30,-7.0,-1.9,-11.8
1937-12-31,-3.4,3.5,-11.1
1938-01-01,-1.3,1.6,-5.6
1938-01-02,-9.3,-0.9,-13.0
1938-01-03,-12.1,-8.7,-14.3
1938-01-04,-11.2,-6.0,-16.6
1938-01-05,-9.7,-4.2,-15.4
1938-01-06,-9.8,-5.9,-12.0
1938-01-07,-13.2,-9.8,-16.0
1938-01-08,-13.7,-9.5,-17.7
1938-01-09,-11.1,-4.7,-17.9
1938-01-10,-1.6,3.5,-10.4
1938-01-11,-0.6,4.6,-5.7
1938-01-12,-9.4,-5.0,-12.2
1938-01-13,-8.6,-3.4,-15.7
1938-01-14,-4.3,1.6,-10.8
1938-01-15,-3.7,0.6,-7.1
1938-01-16,-4.1,2.1,-10.0
1938-01-17,-0.1,6.3,-9.5
1938-01-18,2.4,5.7,-0.3
1938-01-19,-0.4,1.9,-2.0
1938-01-20,0.0,4.9,-5.0
1938-01-21,-7.6,-0.2,-10.9
1938-01-22,-9.7,-5.7,-14.8
1938-01-23,-8.0,-4.3,-10.7
1938-01-24,-6.1,-2.1,-12.8
1938-01-25,-4.0,1.8,-10.5
1938-01-26,-14.5,-10.0,-17.0
1938-01-27,-11.5,-5.1,-19.0
1938-01-28,-7.6,-2.7,-14.3
1938-01-29,-2.2,2.6,-6.9
1938-01-30,-1.5,2.9,-7.3
1938-01-31,-2.4,1.5,-7.8
1938-02-01,-8.3,-4.1,-11.3
1938-02-02,-9.5,-5.1,-14.0
1938-02-03,-6.8,-1.5,-12.2
1938-02-04,-5.6,-0.2,-10.9
1938-02-05,-4.0,0.6,-9.6
1938-02-06,-7.2,-2.7,-9.8
1938-02-07,-7.7,-1.6,-12.6
1938-02-08,-9.1,-4.0,-12.2
1938-02-09,-9.7,-4.0,-14.3
1938-02-10,-7.4,-2.0,-13.9
1938-02-11,-0.3,5.1,-6.5
1938-02-12,-1.4,4.3,-6.7
1938-02-13,0.8,6.6,-8.4
1938-02-14,0.9,4.9,-1.5
1938-02-15,2.4,5.1,-0.7
1938-02-16,0.9,4.5,-4.5
1938-02-17,-6.3,-3.8,-7.9
1938-02-18,-5.2,-2.4,-7.9
1938-02-19,-4.3,-1.1,-6.4
1938-02-20,-5.2,-0.7,-8.9
1938-02-21,-4.2,0.3,-9.2
1938-02-22,-3.3,1.5,-7.7
1938-02-23,-2.2,2.9,-7.4
1938-02-24,-0.9,4.3,-5.7
1938-02-25,-0.2,5.6,-6.2
1938-02-26,0.9,6.5,-5.7
1938-02-27,2.8,5.3,-1.3
1938-02-28,7.3,14.7,0.0
1938-03-01,10.7,15.9,2.7
1938-03-02,5.2,10.4,2.4
1938-03-03,5.8,11.6,2.1
1938-03-04,7.9,13.2,2.3
1938-03-05,8.3,10.3,6.4
1938-03-06,4.7,10.0,-1.2
1938-03-07,-2.5,0.3,-6.0
1938-03-08,-1.3,3.4,-5.6
1938-03-09,0.2,4.6,-4.6
1938-03-10,0.4,1.1,-0.7
1938-03-11,-1.1,3.0,-4.5
1938-03-12,-0.7,4.6,-5.5
1938-03-13,0.5,5.9,-5.1
1938-03-14,1.3,6.1,-2.6
1938-03-15,1.3,7.4,-3.7
1938-03-16,1.7,7.7,-3.7
1938-03-17,3.4,9.4,-2.3
1938-03-18,4.8,10.2,1.8
1938-03-19,5.6,12.5,1.3
1938-03-20,9.4,19.0,-1.2
1938-03-21,9.1,11.6,6.5
1938-03-22,6.8,8.2,5.8
1938-03-23,5.6,8.0,3.4
1938-03-24,4.6,6.5,2.5
1938-03-25,7.5,12.7,3.3
1938-03-26,7.1,12.1,1.4
1938-03-27,9.3,15.8,3.0
1938-03-28,9.3,14.2,5.5
1938-03-29,8.0,13.1,5.4
1938-03-30,5.8,9.4,3.6
1938-03-31,7.2,13.2,2.1
1938-04-01,8.6,16.8,0.8
1938-04-02,9.2,15.6,3.3
1938-04-03,9.0,14.9,3.5
1938-04-04,7.3,11.9,3.6
1938-04-05,10.0,17.8,3.6
1938-04-06,10.3,16.7,3.5
1938-04-07,8.2,10.9,6.0
1938-04-08,6.5,12.3,4.5
1938-04-09,7.4,15.5,0.2
1938-04-10,9.3,16.8,3.2
1938-04-11,7.9,13.9,3.3
1938-04-12,8.3,13.7,4.0
1938-04-13,8.9,15.5,2.3
1938-04-14,8.6,12.8,5.2
1938-04-15,8.8,13.6,6.0
1938-04-16,9.5,16.7,2.1
1938-04-17,11.1,18.7,4.8
1938-04-18,15.1,22.1,8.5
1938-04-19,15.4,23.4,8.5
1938-04-20,18.2,23.4,13.5
1938-04-21,19.7,27.3,12.8
1938-04-22,16.9,22.7,13.8
1938-04-23,13.3,19.4,9.8
1938-04-24,11.3,16.7,6.5
1938-04-25,11.6,18.2,5.0
1938-04-26,12.5,18.1,7.5
1938-04-27,13.3,17.5,8.8
1938-04-28,14.2,18.9,11.0
1938-04-29,14.5,23.2,5.8
1938-04-30,17.4,23.9,11.5
1938-05-01,13.0,18.2,10.3
1938-05-02,16.9,23.9,11.1
1938-05-03,15.5,19.5,13.0
1938-05-04,15.9,18.8,12.1
1938-05-05,19.0,22.0,17.2
1938-05-06,16.5,19.8,13.2
1938-05-07,16.8,23.4,10.0
1938-05-08,13.5,17.7,11.5
1938-05-09,10.9,16.3,7.8
1938-05-10,13.5,19.9,6.8
1938-05-11,13.9,19.4,10.0
1938-05-12,14.8,20.3,9.6
1938-05-13,19.5,27.2,11.5
1938-05-14,20.4,28.1,12.5
1938-05-15,17.2,21.0,14.4
1938-05-16,14.1,18.3,11.0
1938-05-17,13.7,20.2,7.9
1938-05-18,15.2,25.0,9.2
1938-05-19,13.7,18.8,11.5
1938-05-20,13.3,19.0,8.3
1938-05-21,13.8,20.3,8.3
1938-05-22,13.4,16.3,11.5
1938-05-23,15.3,21.1,12.0
1938-05-24,16.5,22.5,12.4
1938-05-25,18.9,25.6,14.6
1938-05-26,21.4,28.4,15.9
1938-05-27,23.0,30.4,17.0
1938-05-28,20.3,25.9,16.0
1938-05-29,20.9,22.9,18.8
1938-05-30,19.9,25.5,16.3
1938-05-31,20.0,24.4,15.3
1938-06-01,17.6,21.9,13.6
1938-06-02,19.2,25.6,13.4
1938-06-03,18.3,25.8,13.2
1938-06-04,18.2,23.4,13.8
1938-06-05,16.3,21.4,14.1
1938-06-06,17.2,20.5,14.3
1938-06-07,20.2,26.3,15.4
1938-06-08,20.7,26.3,16.6
1938-06-09,21.2,27.6,16.5
1938-06-10,20.3,26.9,15.4
1938-06-11,17.9,20.9,16.1
1938-06-12,17.9,20.5,15.6
1938-06-13,20.4,26.2,15.6
1938-06-14,20.2,25.6,17.1
1938-06-15,18.9,21.1,17.0
1938-06-16,19.6,26.2,15.9
1938-06-17,18.5,24.3,14.4
1938-06-18,17.7,21.1,13.2
1938-06-19,15.6,18.6,13.2
1938-06-20,19.0,25.7,14.8
1938-06-21,20.0,25.2,15.8
1938-06-22,20.8,26.6,16.8
1938-06-23,23.5,32.2,17.6
1938-06-24,22.9,26.3,19.8
1938-06-25,22.6,30.9,16.9
1938-06-26,22.8,29.1,17.5
1938-06-27,22.8,27.8,18.5
1938-06-28,22.3,26.5,18.1
1938-06-29,23.4,29.8,18.0
1938-06-30,23.5,30.8,18.5
1938-07-01,21.4,28.5,18.8
1938-07-02,22.6,28.2,19.2
1938-07-03,24.0,30.0,18.7
1938-07-04,23.3,31.0,18.2
1938-07-05,24.9,31.0,19.4
1938-07-06,22.5,25.8,20.5
1938-07-07,21.2,23.8,19.9
1938-07-08,22.0,25.1,18.9
1938-07-09,23.9,25.0,21.1
1938-07-10,24.8,28.0,22.1
1938-07-11,23.9,29.2,21.7
1938-07-12,23.5,24.2,22.6
1938-07-13,25.9,29.3,22.9
1938-07-14,25.8,28.2,23.9
1938-07-15,25.7,28.5,23.7
1938-07-16,25.8,29.6,23.6
1938-07-17,25.8,31.1,22.1
1938-07-18,25.5,30.6,22.9
1938-07-19,25.9,30.4,22.8
1940-08-08,20.4,23.5,17.0
1940-08-09,21.7,26.5,17.2
1940-08-10,21.4,23.9,19.5
1940-08-11,23.4,30.4,17.4
1940-08-12,25.0,31.9,20.2
1940-08-13,25.0,28.3,21.5
1940-08-14,26.3,29.7,23.9
