date,TA_AVG,TA_MAX,TA_MIN
1907-10-01,13.5,20.7,7.9
1907-10-02,16.2,22.0,7.9
1907-10-03,16.2,21.3,13.1
1907-10-04,16.5,22.0,11.2
1907-10-05,17.6,25.4,10.9
1907-10-06,13.0,21.3,11.2
1907-10-07,11.3,16.1,6.3
1907-10-08,8.9,14.9,3.9
1907-10-09,11.6,21.1,3.8
1907-10-10,14.2,24.1,6.4
1907-10-11,15.4,20.4,10.1
1907-10-12,13.9,17.4,11.1
1907-10-13,13.8,21.3,8.3
1907-10-14,13.0,20.6,6.1
1907-10-15,13.1,20.9,5.7
1907-10-16,14.1,20.2,8.2
1907-10-17,16.4,21.6,10.3
1907-10-18,14.3,20.9,9.8
1907-10-19,13.9,21.3,6.7
1907-10-20,18.3,22.7,12.4
1907-10-21,15.2,19.9,10.7
1907-10-22,15.4,19.6,12.1
1907-10-23,13.1,16.3,8.1
1907-10-24,9.7,17.1,3.3
1907-10-25,12.7,18.7,6.2
1907-10-26,11.8,18.2,7.2
1907-10-27,14.0,20.7,7.7
1907-10-28,13.8,19.6,8.4
1907-10-29,14.3,20.0,10.7
1907-10-30,12.2,20.1,6.7
1907-10-31,13.4,20.3,5.2
1907-11-01,16.1,21.3,11.7
1907-11-02,14.2,21.1,9.1
1907-11-03,6.4,11.1,2.3
1907-11-04,5.9,13.6,-1.0
1907-11-05,8.6,17.0,1.7
1907-11-06,9.5,18.1,3.6
1907-11-07,5.7,12.4,0.0
1907-11-08,4.1,9.4,-0.7
1907-11-09,6.9,11.9,0.7
1907-11-10,7.9,13.2,1.7
1907-11-11,10.3,13.4,8.2
1907-11-12,9.9,14.9,5.4
1907-11-13,9.5,16.4,3.7
1907-11-14,9.5,15.2,5.1
1907-11-15,11.3,17.6,3.9
1907-11-16,11.6,12.6,10.1
1907-11-17,6.6,11.7,0.7
1907-11-18,0.6,6.7,-2.7
1907-11-19,0.4,4.3,-2.5
1907-11-20,2.7,7.1,-1.2
1907-11-21,2.2,6.2,-3.5
1907-11-22,8.9,11.2,3.2
1907-11-23,7.7,9.9,5.9
1907-11-24,-1.1,5.9,-5.0
1907-11-25,-4.5,-0.7,-7.3
1907-11-26,-1.0,1.5,-5.7
1907-11-27,-1.1,1.9,-6.1
1907-11-28,-2.7,2.0,-8.5
1907-11-29,-0.2,2.9,-4.6
1907-11-30,-6.6,-2.4,-8.9
1907-12-01,-4.6,1.4,-10.5
1907-12-02,-3.1,3.4,-9.0
1907-12-03,1.9,6.1,-2.6
1907-12-04,-1.2,1.3,-2.7
1907-12-05,-1.0,2.6,-6.9
1907-12-06,-1.3,5.8,-6.1
1907-12-07,-4.1,1.9,-9.3
1907-12-08,-1.1,6.6,-7.2
1907-12-09,3.2,8.1,-4.3
1907-12-10,-1.4,4.3,-5.1
1907-12-11,-2.3,0.6,-7.1
1907-12-12,-0.1,3.8,-3.1
1907-12-13,4.0,9.0,-3.5
1907-12-14,-6.0,6.4,-9.9
1907-12-15,-8.1,-5.1,-11.9
1907-12-16,-7.3,-2.4,-11.9
1907-12-17,-7.3,-2.1,-13.2
1907-12-18,-5.5,-0.4,-12.3
1907-12-19,-6.5,-0.2,-11.9
1907-12-20,-2.9,1.9,-8.1
1907-12-21,-12.1,-8.1,-14.8
1907-12-22,-13.4,-10.2,-18.0
1907-12-23,-13.3,-9.4,-20.1
1907-12-24,-3.2,0.9,-9.7
1907-12-25,3.5,6.8,1.1
1907-12-26,3.2,6.4,-1.9
1907-12-27,-3.8,-0.7,-6.3
1907-12-28,-4.6,-1.9,-9.6
1907-12-29,-9.0,-4.4,-13.5
1907-12-30,-9.2,-6.1,-14.2
1907-12-31,-4.0,-2.1,-7.1
1908-01-01,-5.9,-1.3,-9.1
1908-01-02,-7.7,-3.0,-13.9
1908-01-03,-6.2,-2.9,-10.8
1908-01-04,-7.5,-1.7,-12.8
1908-01-05,-4.8,-0.1,-11.3
1908-01-06,-1.1,2.9,-5.1
1908-01-07,-4.4,-1.2,-6.7
1908-01-08,-6.3,-0.9,-10.4
1908-01-09,-3.2,2.0,-9.3
1908-01-10,0.3,3.3,-4.5
1908-01-11,1.7,4.8,-1.0
1908-01-12,2.0,4.5,-1.3
1908-01-13,1.4,4.7,-3.7
1908-01-14,-3.2,0.1,-7.4
1908-01-15,-1.9,0.9,-4.5
1908-01-16,-8.9,-4.5,-11.2
1908-01-17,-6.5,-3.6,-11.3
1908-01-18,1.1,2.8,-3.9
1908-01-19,1.7,2.8,1.3
1908-01-20,-1.1,2.3,-7.4
1908-01-21,-9.1,-6.1,-11.2
1908-01-22,-9.7,-5.1,-14.3
1908-01-23,-7.1,-2.7,-13.4
1908-01-24,-2.0,0.1,-4.7
1908-01-25,-1.2,0.3,-2.4
1908-01-26,-4.1,-0.6,-6.4
1908-01-27,-4.4,0.0,-9.9
1908-01-28,-6.1,-1.3,-10.8
1908-01-29,-3.5,0.8,-10.7
1908-01-30,-1.1,0.8,-2.2
1908-01-31,1.4,6.2,-2.4
1908-02-01,-2.2,1.6,-6.4
1908-02-02,-3.1,-0.2,-7.5
1908-02-03,-8.0,-5.4,-10.8
1908-02-04,-7.0,-4.1,-10.3
1908-02-05,-8.5,-5.5,-11.6
1908-02-06,-10.4,-5.7,-13.3
1908-02-07,-9.6,-3.7,-15.8
1908-02-08,-5.0,1.3,-11.3
1908-02-09,-7.6,-4.1,-11.4
1908-02-10,-7.0,-2.5,-10.6
1908-02-11,-6.4,-2.8,-9.9
1908-02-12,-7.0,-1.2,-12.4
1908-02-13,-5.3,1.3,-12.3
1908-02-14,-3.3,2.3,-7.5
1908-02-15,-3.9,2.0,-9.8
1908-02-16,-5.2,-1.4,-8.8
1908-02-17,-7.5,-1.6,-13.0
1908-02-18,-5.6,0.3,-12.9
1908-02-19,-3.3,5.5,-11.0
1908-02-20,-0.7,7.3,-8.4
1908-02-21,-0.4,5.1,-4.7
1908-02-22,-0.1,5.4,-3.8
1908-02-23,-2.6,2.7,-6.2
1908-02-24,-3.6,1.7,-7.8
1908-02-25,-4.1,0.8,-8.7
1908-02-26,-2.3,4.1,-7.9
1908-02-27,2.3,8.4,-6.3
1908-02-28,5.1,6.3,2.6
1908-02-29,4.6,5.6,3.5
1908-03-01,0.7,4.0,-4.8
1908-03-02,-3.8,0.1,-7.4
1908-03-03,1.9,4.9,-2.7
1908-03-04,2.0,4.0,0.8
1908-03-05,3.0,7.9,-0.2
1908-03-06,3.3,7.9,-0.5
1908-03-07,0.6,2.2,-1.6
1908-03-08,-1.8,1.9,-4.9
1908-03-09,-1.2,1.5,-3.5
1908-03-10,-0.6,1.5,-1.8
1908-03-11,-1.9,1.8,-4.5
1908-03-12,-1.7,2.6,-5.3
1908-03-13,-1.3,3.8,-5.9
1908-03-14,0.0,6.7,-5.2
1908-03-15,4.7,11.8,-2.2
1908-03-16,6.0,13.5,-1.4
1908-03-17,9.1,15.7,3.8
1908-03-18,4.6,10.7,0.7
1908-03-19,2.0,7.9,-1.3
1908-03-20,0.1,4.3,-3.9
1908-03-21,1.4,6.0,-1.8
1908-03-22,2.9,12.5,-4.5
1908-03-23,7.9,17.0,-0.4
1908-03-24,7.7,14.7,2.7
1908-03-25,5.4,11.4,-0.3
1908-03-26,3.3,7.4,-2.2
1908-03-27,0.8,8.0,-5.8
1908-03-28,8.1,15.5,-1.8
1908-03-29,12.7,18.2,7.4
1908-03-30,8.1,11.4,5.3
1908-03-31,6.5,13.2,-0.2
1908-04-01,8.5,14.8,5.1
1908-04-02,8.3,14.9,4.1
1908-04-03,8.4,11.1,4.4
1908-04-04,11.3,15.0,7.5
1908-04-05,7.4,9.9,6.5
1908-04-06,6.8,10.6,4.6
1908-04-07,6.5,13.6,-0.7
1908-04-08,10.2,17.2,4.8
1908-04-09,10.5,16.9,5.1
1908-04-10,10.9,17.1,6.6
1908-04-11,10.4,13.6,7.1
1908-04-12,8.6,9.4,6.9
1908-04-13,7.7,14.1,2.9
1908-04-14,7.1,14.8,0.1
1908-04-15,8.9,18.6,0.6
1908-04-16,8.4,14.4,4.2
1908-04-17,9.8,18.8,1.9
1908-04-18,11.0,20.4,2.0
1908-04-19,11.8,22.7,3.0
1908-04-20,14.4,22.9,4.7
1908-04-21,14.0,17.4,11.3
1908-04-22,14.2,21.1,10.2
1908-04-23,14.0,21.6,5.3
1908-04-24,10.8,20.9,4.2
1908-04-25,8.0,13.3,3.4
1908-04-26,10.1,16.4,6.4
1908-04-27,9.4,14.2,4.4
1908-04-28,9.0,17.1,2.2
1908-04-29,10.8,19.6,1.5
1908-04-30,14.6,22.2,7.1
1908-05-01,16.3,24.2,8.1
1908-05-02,12.3,16.1,9.9
1908-05-03,13.6,19.0,9.7
1908-05-04,12.3,20.1,5.2
1908-05-05,13.9,20.5,8.2
1908-05-06,15.0,22.9,7.9
1908-05-07,16.9,24.6,9.8
1908-05-08,17.1,24.3,11.2
1908-05-09,17.3,23.5,13.3
1908-05-10,18.0,24.9,13.6
1908-05-11,13.0,17.9,10.2
1908-05-12,9.2,14.3,7.6
1908-05-13,12.3,17.3,6.3
1908-05-14,12.5,20.1,5.7
1908-05-15,14.8,24.0,5.5
1908-05-16,13.3,18.5,10.9
1908-05-17,14.0,18.0,11.1
1908-05-18,15.2,23.2,8.2
1908-05-19,16.7,24.2,10.9
1908-05-20,15.7,21.0,12.7
1908-05-21,15.9,24.1,8.9
1908-05-22,13.8,18.0,12.4
1908-05-23,13.6,19.2,10.8
1908-05-24,14.2,19.5,9.5
1908-05-25,16.7,25.2,10.2
1908-05-26,16.8,22.1,12.3
1908-05-27,16.7,18.5,15.0
1908-05-28,16.9,20.8,13.1
1908-05-29,15.9,21.4,11.2
1908-05-30,16.9,24.5,10.6
1908-05-31,13.6,23.5,10.4
1908-06-01,18.8,26.2,13.5
1908-06-02,19.4,28.0,13.0
1908-06-03,20.3,28.3,14.3
1908-06-04,20.0,29.1,12.7
1908-06-05,18.0,24.9,14.4
1908-06-06,19.1,24.8,15.8
1910-06-27,18.6,24.8,14.6
1910-06-28,19.0,25.3,12.8
1910-06-29,20.6,25.1,16.6
1910-06-30,24.2,31.5,17.7
1910-07-01,23.2,28.8,18.7
1910-07-02,17.8,20.0,15.9
1910-07-03,21.2,25.9,17.4
1910-07-04,21.3,27.4,16.3
1910-07-05,22.2,27.5,17.7
1910-07-06,21.1,22.9,19.2
1910-07-07,23.3,26.3,21.4
1910-07-08,22.8,26.2,20.7
1910-07-09,21.7,24.8,19.4
1910-07-10,20.4,24.4,18.7
1910-07-11,22.6,27.0,20.1
1910-07-12,24.2,29.7,19.9
1910-07-13,23.5,28.3,19.8
1910-07-14,21.6,24.3,19.7
1910-07-15,23.2,27.8,20.0
1910-07-16,19.5,22.8,18.8
1910-07-17,21.7,24.3,18.4
1910-07-18,22.3,23.8,21.1
1910-07-19,24.7,30.6,21.0
1910-07-20,22.3,25.6,20.9
1910-07-21,23.5,28.0,20.7
1910-07-22,23.0,26.3,21.2
1910-07-23,24.8,28.9,20.9
1910-07-24,24.3,28.5,21.0
1910-07-25,25.4,30.3,22.1
1910-07-26,24.3,25.8,23.4
1910-07-27,25.1,28.0,23.4
1910-07-28,26.8,32.6,22.3
1910-07-29,28.0,32.4,25.0
1910-07-30,28.4,33.3,24.9
1910-07-31,28.0,32.1,25.2
1910-08-01,27.0,32.0,23.5
1910-08-02,26.8,31.6,23.7
1910-08-03,26.8,31.4,22.8
1910-08-04,25.6,31.2,23.6
1910-08-05,26.8,32.0,23.2
1910-08-06,25.7,29.9,22.7
1910-08-07,24.0,29.0,20.2
1910-08-08,24.7,30.3,20.2
1910-08-09,25.3,30.6,20.5
1910-08-10,24.5,30.6,20.1
1910-08-11,25.3,31.5,20.6
1910-08-12,24.9,31.0,21.5
1910-08-13,23.4,30.6,20.2
1910-08-14,23.6,29.5,19.2
1910-08-15,21.9,27.4,19.3
1910-08-16,22.7,28.1,19.5
1910-08-17,22.3,27.4,19.4
1910-08-18,22.2,28.4,16.7
1910-08-19,20.4,25.2,16.8
1910-08-20,23.6,29.5,17.3
1910-08-21,23.1,26.5,21.0
1910-08-22,25.4,29.0,22.6
1910-08-23,25.4,28.9,22.6
1910-08-24,25.1,29.0,22.4
1910-08-25,25.6,31.5,20.8
1910-08-26,25.1,31.2,22.7
1910-08-27,23.0,26.0,21.8
1910-08-28,21.7,23.9,19.4
1910-08-29,22.9,27.8,18.2
1910-08-30,23.4,29.0,20.7
1910-08-31,23.3,25.4,21.1
1910-09-01,23.4,24.8,22.0
1910-09-02,21.4,25.3,19.2
1910-09-03,20.5,24.7,17.1
1910-09-04,20.1,23.0,17.7
1910-09-05,19.5,24.0,17.0
1910-09-06,20.4,26.4,15.7
1910-09-07,19.7,25.6,14.2
1910-09-08,21.5,27.0,16.3
1910-09-09,21.1,26.3,17.0
1910-09-10,21.6,26.3,18.5
1910-09-11,19.9,25.0,17.6
1910-09-12,18.3,22.4,15.2
1910-09-13,18.7,23.9,15.3
1910-09-14,19.2,24.4,14.7
1910-09-15,17.7,25.5,10.4
1910-09-16,18.3,25.5,11.6
1910-09-17,19.7,26.8,14.2
1910-09-18,20.3,26.8,14.5
1910-09-19,19.8,24.6,16.7
1910-09-20,18.7,24.2,14.3
1910-09-21,17.0,24.4,11.0
1910-09-22,19.2,25.7,14.9
1910-09-23,20.0,25.6,15.2
1910-09-24,19.4,23.2,17.0
1910-09-25,14.9,17.4,11.8
1910-09-26,16.2,20.5,10.4
1910-09-27,17.6,24.0,13.0
1910-09-28,16.2,23.7,10.2
1910-09-29,16.4,23.5,11.9
1910-09-30,16.7,22.2,12.4
1910-10-01,18.1,22.9,13.7
1910-10-02,15.7,23.5,8.3
1910-10-03,15.8,24.1,9.8
1910-10-04,15.3,22.5,9.6
1910-10-05,15.4,23.2,8.5
1910-10-06,16.5,22.7,10.0
1910-10-07,17.6,22.4,14.9
1910-10-08,15.4,20.5,10.4
1910-10-09,9.4,13.4,6.9
1910-10-10,7.3,15.3,1.3
1910-10-11,10.1,19.1,1.8
1910-10-12,15.4,21.9,7.9
1910-10-13,14.1,20.3,10.6
1910-10-14,13.5,21.8,6.7
1910-10-15,14.2,23.8,6.3
1910-10-16,12.9,21.5,5.4
1910-10-17,13.1,24.0,6.0
1910-10-18,13.5,22.6,5.4
1910-10-19,14.3,20.4,8.0
1910-10-20,16.3,22.5,10.4
1910-10-21,15.1,22.0,9.8
1910-10-22,14.5,23.4,7.0
1910-10-23,15.2,23.5,7.3
1910-10-24,12.5,19.0,5.5
1910-10-25,10.4,20.0,2.3
1910-10-26,11.2,20.6,4.8
1910-10-27,11.5,20.8,4.1
1910-10-28,11.5,21.0,3.7
1910-10-29,11.9,20.1,3.7
1910-10-30,13.0,23.0,4.5
1910-10-31,14.1,19.6,7.3
1910-11-01,15.0,20.2,10.4
1910-11-02,11.8,18.4,6.7
1910-11-03,4.8,10.0,0.2
1910-11-04,3.6,12.0,-4.1
1910-11-05,8.0,14.3,1.4
1910-11-06,7.0,15.9,1.3
1910-11-07,8.6,18.2,0.2
1910-11-08,10.4,17.7,4.3
1910-11-09,10.9,15.7,5.1
1910-11-10,6.6,10.5,4.2
1910-11-11,9.3,12.7,6.2
1910-11-12,6.9,13.0,1.7
1910-11-13,1.8,8.0,-2.1
1910-11-14,5.4,11.0,-1.7
1910-11-15,7.2,9.0,4.5
1910-11-16,0.0,6.7,-4.2
1910-11-17,-1.9,0.8,-4.6
1910-11-18,-2.1,1.3,-4.7
1910-11-19,-3.3,2.5,-8.4
1910-11-20,2.5,6.9,-3.9
1910-11-21,3.6,11.3,-1.8
1910-11-22,5.5,12.0,-0.8
1910-11-23,6.8,9.8,3.4
1910-11-24,4.5,11.0,-0.5
1910-11-25,4.4,11.3,-1.6
1910-11-26,5.0,11.1,-0.3
1910-11-27,3.5,10.5,-1.6
1910-11-28,5.3,7.6,0.5
1910-11-29,7.5,10.7,3.6
1910-11-30,6.3,8.2,5.1
1910-12-01,-1.3,5.1,-6.8
1910-12-02,-7.0,-3.8,-9.9
1910-12-03,-3.9,-0.6,-9.2
1910-12-04,-2.5,1.7,-4.7
1910-12-05,-2.2,1.6,-4.7
1910-12-06,-1.8,3.6,-6.6
1910-12-07,-3.4,2.5,-8.7
1910-12-08,-5.0,0.2,-9.6
1910-12-09,-9.6,-4.7,-13.0
1910-12-10,-11.6,-8.2,-14.8
1910-12-11,-13.6,-9.7,-16.8
1910-12-12,-11.6,-5.7,-16.8
1910-12-13,-5.5,-0.2,-13.0
1910-12-14,-5.7,1.3,-10.8
1910-12-15,-4.9,3.1,-12.0
1910-12-16,-3.3,0.6,-7.6
1910-12-17,-5.5,1.1,-12.6
1910-12-18,-2.5,2.2,-7.9
1910-12-19,1.7,5.5,-2.8
1910-12-20,-2.3,1.5,-8.8
1910-12-21,-7.3,-2.9,-10.9
1910-12-22,-6.1,-0.2,-13.5
1910-12-23,-3.0,1.6,-7.9
1910-12-24,-2.8,3.6,-11.1
1910-12-25,-0.5,0.6,-4.1
1910-12-26,-2.0,0.8,-4.8
1910-12-27,0.4,5.8,-5.7
1910-12-28,-4.6,-1.2,-7.6
1910-12-29,-3.0,2.5,-7.8
1910-12-30,-4.6,1.5,-10.8
1910-12-31,-8.1,-2.3,-11.4
1911-01-01,-10.1,-6.5,-14.2
1911-01-02,-12.5,-5.9,-19.7
1911-01-03,-4.3,-1.4,-10.2
1911-01-04,0.8,2.2,-2.6
1911-01-05,-3.9,1.7,-8.7
1911-01-06,-9.0,-5.6,-11.8
1911-01-07,-6.8,-3.8,-12.5
1911-01-08,-2.5,2.0,-6.2
1911-01-09,-4.3,0.7,-10.5
1911-01-10,-0.8,5.5,-5.5
1911-01-11,-6.3,-1.2,-13.4
1911-01-12,-15.6,-11.6,-18.0
1911-01-13,-15.3,-9.2,-21.5
1911-01-14,-5.4,-0.3,-13.2
1911-01-15,-6.4,-1.3,-10.9
1911-01-16,-6.0,0.3,-13.0
1911-01-17,-5.8,0.0,-12.5
1911-01-18,-5.0,0.5,-10.3
1911-01-19,-5.7,1.7,-12.9
1911-01-20,-5.8,2.4,-13.2
1911-01-21,-3.3,1.1,-9.2
1911-01-22,-9.2,-1.0,-11.7
1911-01-23,-13.6,-6.9,-17.9
1911-01-24,-10.8,-3.0,-19.7
1911-01-25,-4.0,-1.6,-8.2
1911-01-26,1.2,3.7,-2.9
1911-01-27,2.5,4.7,0.9
1911-01-28,3.7,7.5,1.6
1911-01-29,3.0,8.8,-1.6
1911-01-30,6.0,8.2,0.4
1911-01-31,1.4,7.1,0.0
1911-02-01,0.9,4.1,-0.9
1911-02-02,-4.6,-0.1,-7.2
1911-02-03,-4.0,-0.2,-9.0
1911-02-04,-2.3,1.8,-5.6
1911-02-05,-2.1,3.5,-5.3
1911-02-06,-4.4,1.2,-10.0
1911-02-07,-1.6,3.5,-8.2
1911-02-08,0.4,3.8,-3.2
1911-02-09,-1.9,4.3,-6.7
1911-02-10,-0.5,5.2,-5.6
1911-02-11,1.0,4.6,-2.3
1911-02-12,-1.2,5.4,-6.6
1911-02-13,2.3,6.0,-1.4
1911-02-14,0.8,3.5,0.0
1911-02-15,-2.2,0.9,-5.9
1911-02-16,-6.1,-2.2,-8.7
1911-02-17,-6.9,-3.0,-10.3
1911-02-18,-5.8,-0.2,-11.2
1911-02-19,-3.0,3.9,-9.6
1911-02-20,-1.9,4.1,-8.2
1911-02-21,-1.1,4.5,-6.6
1911-02-22,0.3,5.9,-3.1
1911-02-23,3.0,7.0,-0.9
1911-02-24,2.9,8.2,-1.4
1911-02-25,1.3,7.4,-4.3
1911-02-26,1.6,7.0,-2.3
1911-02-27,1.4,8.8,-3.1
1911-02-28,3.7,12.5,-3.1
1911-03-01,0.9,2.8,-0.9
1911-03-02,-0.5,1.1,-2.0
1911-03-03,-2.2,2.4,-5.3
1913-03-23,1.8,7.6,-3.9
1913-03-24,3.4,9.8,-1.8
1913-03-25,2.5,4.9,-0.6
1913-03-26,2.3,8.0,-3.1
1913-03-27,4.1,10.9,-2.5
1913-03-28,8.1,13.2,4.0
1913-03-29,6.7,14.2,0.6
1913-03-30,7.3,15.1,-0.6
1913-03-31,7.9,16.8,0.9
1913-04-01,9.3,18.1,0.7
1913-04-02,13.2,23.0,6.2
1913-04-03,12.6,23.5,3.5
1913-04-04,12.3,22.8,4.4
1913-04-05,9.5,12.0,5.2
1913-04-06,12.1,14.5,10.0
1913-04-07,11.9,19.5,6.2
1913-04-08,9.5,14.3,5.9
1913-04-09,8.2,14.8,2.8
1913-04-10,8.9,16.0,3.0
1913-04-11,9.8,15.4,2.4
1913-04-12,9.7,14.2,6.1
1913-04-13,8.8,16.1,1.4
1913-04-14,10.8,18.4,6.0
1913-04-15,9.5,16.7,3.0
1913-04-16,8.3,15.5,1.1
1913-04-17,8.4,15.2,2.0
1913-04-18,8.6,16.6,0.9
1913-04-19,8.9,17.3,2.2
1913-04-20,11.2,19.0,5.3
1913-04-21,16.2,25.6,5.4
1913-04-22,14.2,18.2,10.8
1913-04-23,8.5,14.3,6.5
1913-04-24,10.9,15.3,4.6
1913-04-25,14.5,17.7,11.4
1913-04-26,14.1,16.8,11.5
1913-04-27,12.1,17.0,8.5
1913-04-28,10.5,15.7,6.5
1913-04-29,11.8,17.6,5.9
1913-04-30,13.8,20.6,6.7
1913-05-01,13.3,19.5,9.8
1913-05-02,11.7,15.3,9.3
1913-05-03,12.9,19.0,8.2
1913-05-04,13.1,21.5,5.3
1913-05-05,13.2,20.4,7.0
1913-05-06,14.1,20.8,6.7
1913-05-07,13.0,18.5,10.8
1913-05-08,13.7,19.5,8.9
1913-05-09,11.6,14.5,9.1
1913-05-10,11.9,19.4,5.4
1913-05-11,12.7,20.1,5.0
1913-05-12,14.5,17.2,10.8
1913-05-13,16.5,20.6,13.0
1913-05-14,14.1,19.5,10.4
1913-05-15,11.5,16.8,10.1
1913-05-16,12.8,17.5,10.1
1913-05-17,13.1,17.9,7.2
1913-05-18,12.1,14.7,9.3
1913-05-19,14.2,20.0,10.6
1913-05-20,11.8,16.9,7.7
1913-05-21,12.8,20.2,6.7
1913-05-22,14.6,21.6,7.6
1913-05-23,15.2,23.3,8.2
1913-05-24,19.7,30.0,9.2
1913-05-25,20.2,27.5,15.2
1913-05-26,16.9,21.9,13.8
1913-05-27,16.6,23.1,12.3
1913-05-28,17.4,25.1,10.2
1913-05-29,15.2,19.9,13.0
1913-05-30,18.3,27.1,9.4
1913-05-31,18.8,27.0,10.1
1913-06-01,20.6,27.4,14.2
1913-06-02,21.1,27.4,14.0
1913-06-03,20.6,24.2,18.5
1913-06-04,20.8,26.4,17.1
1913-06-05,22.5,27.7,17.5
1913-06-06,21.5,27.8,16.5
1913-06-07,20.0,25.0,16.7
1913-06-08,22.6,29.2,15.3
1913-06-09,19.6,23.8,16.0
1913-06-10,22.0,26.8,15.2
1913-06-11,21.5,27.1,17.0
1913-06-12,20.7,25.7,16.5
1913-06-13,22.4,28.0,16.8
1913-06-14,23.4,30.8,18.3
1913-06-15,19.3,23.7,14.9
1913-06-16,18.6,21.0,17.1
1913-06-17,19.0,22.8,16.7
1913-06-18,19.3,26.1,14.3
1913-06-19,18.6,23.0,16.4
1913-06-20,20.6,27.1,16.3
1913-06-21,18.1,23.5,15.4
1913-06-22,19.6,25.6,15.9
1913-06-23,21.1,26.9,13.3
1913-06-24,21.3,25.1,17.1
1913-06-25,19.0,23.6,15.7
1913-06-26,19.5,23.8,16.6
1913-06-27,17.3,20.8,14.9
1913-06-28,17.2,19.7,14.8
1913-06-29,19.1,23.6,15.7
1913-06-30,20.1,24.6,17.4
1913-07-01,21.4,27.1,17.6
1913-07-02,21.2,26.7,15.9
1913-07-03,19.3,21.8,16.9
1913-07-04,20.2,24.0,16.9
1913-07-05,19.6,25.1,13.7
1913-07-06,21.8,27.7,18.2
1913-07-07,20.2,24.5,17.2
1913-07-08,19.6,25.2,14.6
1913-07-09,19.2,26.1,13.0
1913-07-10,21.0,27.9,14.7
1913-07-11,22.8,29.5,15.1
1913-07-12,20.8,23.7,19.4
1913-07-13,21.4,22.2,19.4
1913-07-14,23.7,28.4,19.8
1913-07-15,24.1,29.1,21.5
1913-07-16,21.2,22.4,19.7
1913-07-17,20.7,22.3,18.8
1913-07-18,21.4,23.5,19.6
1913-07-19,21.1,22.8,19.2
1913-07-20,23.5,28.1,18.1
1913-07-21,23.7,27.0,21.1
1913-07-22,20.5,23.2,19.2
1913-07-23,21.2,25.3,18.4
1913-07-24,23.3,29.1,20.1
1913-07-25,24.7,30.3,20.9
1913-07-26,24.8,30.0,20.7
1913-07-27,25.3,30.3,20.5
1913-07-28,26.1,30.0,22.0
1913-07-29,24.6,26.0,23.7
1913-07-30,25.9,30.7,21.8
1913-07-31,27.0,29.0,23.7
1913-08-01,26.2,31.7,23.1
1913-08-02,25.6,31.5,22.0
1913-08-03,22.8,28.9,17.4
1913-08-04,22.7,29.3,16.9
1913-08-05,22.5,29.0,17.0
1913-08-06,23.3,29.8,17.6
1913-08-07,24.4,31.5,19.4
1913-08-08,25.1,31.7,19.6
1913-08-09,24.2,30.1,19.1
1913-08-10,25.4,28.9,22.6
1913-08-11,25.0,27.8,22.9
1913-08-12,24.5,25.7,22.9
1913-08-13,25.0,27.1,23.2
1913-08-14,24.5,29.2,21.9
1913-08-15,24.2,31.4,18.5
1913-08-16,24.4,29.5,18.5
1913-08-17,25.9,28.0,24.3
1913-08-18,25.6,29.9,23.3
1913-08-19,24.3,27.9,21.8
1913-08-20,22.6,26.1,19.5
1913-08-21,25.5,31.4,21.5
1913-08-22,24.5,30.0,19.2
1913-08-23,23.0,29.3,17.4
1913-08-24,23.8,29.2,19.7
1913-08-25,22.9,28.4,18.7
1913-08-26,23.1,28.5,18.8
1913-08-27,21.8,28.8,17.1
1913-08-28,21.5,28.1,14.5
1913-08-29,22.5,27.3,18.9
1913-08-30,21.2,24.9,18.7
1913-08-31,20.4,26.9,14.4
1913-09-01,19.0,26.5,12.4
1913-09-02,18.9,26.6,12.5
1913-09-03,19.7,26.8,13.2
1913-09-04,19.2,27.4,13.4
1913-09-05,19.6,25.1,13.9
1913-09-06,21.3,27.1,17.3
1913-09-07,21.1,28.3,14.5
1913-09-08,23.1,29.0,18.7
1913-09-09,21.8,28.9,14.5
1913-09-10,23.0,29.5,18.0
1913-09-11,23.6,30.0,18.2
1913-09-12,22.6,28.4,18.4
1913-09-13,21.4,25.3,17.4
1913-09-14,19.1,24.6,14.7
1913-09-15,18.7,26.2,11.7
1913-09-16,17.2,24.8,10.9
1913-09-17,19.5,26.5,12.9
1913-09-18,19.8,26.8,13.4
1913-09-19,16.9,21.5,14.0
1913-09-20,16.7,21.3,12.5
1913-09-21,16.5,24.6,8.0
1913-09-22,17.9,24.4,12.3
1913-09-23,15.6,23.6,8.7
1913-09-24,15.7,24.6,8.0
1913-09-25,17.7,24.8,10.3
1913-09-26,17.4,21.2,14.9
1913-09-27,17.4,23.5,11.0
1913-09-28,18.4,25.5,13.9
1913-09-29,19.7,25.1,14.0
1913-09-30,21.2,27.6,16.9
1913-10-01,19.4,27.0,12.7
1913-10-02,20.1,27.6,12.9
1913-10-03,21.9,30.1,14.8
1913-10-04,15.2,18.7,12.4
1913-10-05,15.1,22.9,8.5
1913-10-06,16.9,22.4,11.5
1913-10-07,18.7,25.9,13.3
1913-10-08,18.1,24.8,11.7
1913-10-09,16.6,21.9,12.1
1913-10-10,15.9,23.7,10.5
1913-10-11,16.2,23.3,11.7
1913-10-12,16.2,22.5,9.6
1913-10-13,14.4,20.5,9.1
1913-10-14,15.6,24.3,7.0
1913-10-15,18.4,25.3,12.4
1913-10-16,13.2,18.3,9.7
1913-10-17,10.0,16.0,6.1
1913-10-18,11.2,18.5,4.4
