date,PM10_MIN,PM10_MAX,PM10_AVG
2014-11-11,44.0,108.0,66.4
2014-11-12,7.0,96.0,44.1
2014-11-13,11.0,160.5,88.4
2014-11-14,14.0,50.0,30.8
2014-11-15,15.0,110.0,38.1
2014-11-16,16.0,60.0,43.8
2014-11-17,22.0,91.0,38.1
2014-11-18,21.0,53.0,37.4
2014-11-19,31.0,72.0,52.1
2014-11-20,35.0,76.0,60.0
2014-11-21,19.0,85.0,55.8
2014-11-22,11.0,84.0,46.7
2014-11-23,36.0,95.0,63.4
2014-11-24,39.0,115.0,66.8
2014-11-25,8.0,57.0,26.5
2014-11-26,8.0,64.0,28.7
2014-11-27,30.0,59.0,45.1
2014-11-28,0.0,57.0,24.6
2014-11-29,0.0,48.0,18.3
2017-01-17,36.0,93.0,59.1
2017-01-18,44.0,109.0,82.1
2017-01-19,51.0,134.0,88.4
2017-01-20,29.0,71.0,50.4
2017-01-21,11.0,70.0,41.7
2017-01-22,33.0,160.5,77.4
2017-01-23,13.0,67.0,43.4
2017-01-24,19.0,54.0,34.3
2017-01-25,8.0,74.0,41.1
2017-01-26,32.0,71.0,51.5
2017-01-28,13.0,43.0,29.4
2017-01-29,3.0,41.0,22.3
2017-01-30,14.0,97.0,42.2
2017-01-31,9.0,44.0,24.2
2017-02-01,12.0,59.0,32.1
2017-02-02,16.0,52.0,30.2
2017-02-03,32.0,94.0,60.9
2017-02-04,48.0,108.0,74.3
2017-02-05,0.0,111.0,55.2
2017-02-06,9.0,62.0,36.4
2017-02-07,14.0,70.0,35.9
2017-02-08,20.0,79.0,48.9
2017-02-09,11.0,87.0,52.8
2017-02-10,16.0,49.0,34.1
2017-02-11,14.0,44.0,29.2
2017-02-12,15.0,43.0,30.2
2017-02-13,20.0,75.0,37.2
2017-02-14,13.0,67.0,45.7
2017-02-15,25.0,92.0,53.3
2017-02-16,14.0,93.0,53.0
2017-02-17,2.0,95.0,41.9
2017-02-18,15.0,45.0,29.9
2017-02-19,13.0,54.0,37.9
2017-02-20,13.0,99.0,43.5
2017-02-21,18.0,78.0,44.4
2017-02-22,1.0,53.0,25.0
2017-02-23,7.0,65.0,32.3
2017-02-24,11.0,42.0,25.5
2017-02-25,14.0,71.0,39.9
2017-02-26,13.0,70.0,37.9
2017-02-27,8.0,58.0,31.2
2017-02-28,12.0,63.0,35.3
2017-03-01,17.0,72.0,42.6
2017-03-02,6.0,51.0,27.4
2017-03-03,9.0,68.0,38.0
2017-03-04,23.0,68.0,43.8
2017-03-05,25.0,83.0,46.4
2017-03-06,10.0,71.0,35.0
2017-03-07,0.0,95.0,28.6
2017-03-08,14.0,80.0,41.7
2017-03-09,16.0,68.0,45.2
2017-03-10,26.0,63.0,44.0
2017-03-11,22.0,102.0,50.1
2017-03-12,31.0,90.0,63.7
2017-03-13,29.0,86.0,55.1
2017-03-14,26.0,77.0,48.1
2017-03-15,20.0,70.0,37.3
2017-03-16,34.0,88.0,55.5
2017-03-17,29.0,97.0,63.2
2017-03-18,31.0,113.0,62.7
2017-03-19,46.0,85.0,60.2
2017-03-20,51.0,137.0,77.6
2017-03-21,34.0,155.0,77.1
2017-03-22,16.0,70.0,45.7
2017-03-23,33.0,99.0,64.2
2017-03-24,26.0,88.0,51.3
2017-03-25,18.0,92.0,52.3
2017-03-26,37.0,70.0,50.4
2017-03-27,17.0,119.0,62.5
2017-03-28,24.0,98.0,65.4
2017-03-29,19.0,74.0,48.0
2017-03-30,37.0,83.0,56.6
2017-03-31,0.0,86.0,37.2
2017-04-01,0.0,45.0,19.5
2017-04-02,8.0,80.0,40.3
2017-04-03,39.0,88.0,62.9
2017-04-04,29.0,80.0,59.4
2017-04-05,1.0,89.0,38.0
2017-04-06,0.0,49.0,23.2
2017-04-07,2.0,53.0,29.5
2017-04-08,32.0,75.0,50.4
2017-04-09,3.0,69.0,32.5
2017-04-10,3.0,50.0,25.6
2017-04-11,26.0,108.0,55.8
2017-04-12,36.0,97.0,66.8
2017-04-13,37.0,93.0,67.2
2017-04-14,7.0,86.0,50.6
2017-04-15,32.0,83.0,56.4
2017-04-16,27.0,69.0,51.2
2017-04-17,7.0,75.0,37.9
2017-04-18,0.0,80.0,31.6
2017-04-19,34.0,160.5,79.6
2017-04-20,29.0,130.0,80.8
2017-04-21,44.0,98.0,66.1
2017-04-22,17.0,98.0,58.0
2017-04-23,12.0,75.0,45.1
2017-04-24,5.0,88.0,42.1
2017-04-25,19.0,70.0,45.2
2017-04-26,16.0,78.0,43.4
2017-04-27,24.0,89.0,47.2
2017-04-28,35.0,85.0,58.5
2017-04-29,20.0,83.0,57.3
2017-04-30,60.0,100.0,81.6
2017-05-01,46.0,114.0,80.5
2017-05-02,39.0,136.0,88.3
2017-05-03,35.0,104.0,63.9
2017-05-04,30.0,79.0,58.9
2017-05-05,9.0,160.5,51.5
2017-05-07,33.0,152.0,90.2
2017-05-10,0.0,57.0,37.0
2017-05-11,36.0,112.0,64.6
2017-05-12,38.0,129.0,63.6
2017-05-13,21.0,79.0,47.3
2017-05-14,32.0,83.0,53.0
2017-05-15,6.0,110.0,43.4
2017-05-16,15.0,51.0,32.6
2017-05-17,15.0,56.0,34.4
2017-05-18,17.0,68.0,45.0
2017-05-19,12.0,67.0,43.2
2017-05-20,13.0,58.0,34.2
2017-05-21,13.0,46.0,28.4
2017-05-22,4.0,136.0,37.1
2017-05-23,16.0,49.0,30.2
2017-05-24,8.0,41.0,23.9
2017-05-25,13.0,141.0,38.7
2017-05-26,0.0,50.0,25.2
2017-05-27,9.0,47.0,30.4
2017-05-28,2.0,73.0,40.4
2017-05-29,35.0,91.0,59.7
2017-05-30,3.0,76.0,45.5
2017-05-31,14.0,66.0,33.4
2017-06-01,11.0,133.0,34.5
2017-06-02,7.0,50.0,27.6
2017-06-03,5.0,51.0,30.6
2017-06-04,7.0,48.0,26.9
2017-06-05,4.0,160.5,29.5
2017-06-06,0.0,34.0,17.4
2017-06-07,0.0,40.0,13.5
2017-06-08,0.0,74.0,35.0
2017-06-09,27.0,71.0,53.0
2017-06-10,13.0,97.0,41.9
2017-06-11,13.0,48.0,28.3
2017-06-12,11.0,57.0,27.2
2017-06-13,9.0,50.0,30.8
2017-06-14,23.0,58.0,41.0
2017-06-15,27.0,81.0,46.1
2017-06-16,32.0,119.0,58.9
2017-06-17,9.0,77.0,45.5
2017-06-18,26.0,58.0,39.8
2017-06-19,21.0,82.0,47.4
2017-06-20,25.0,74.0,43.8
2017-06-21,26.0,75.0,49.4
2017-06-22,15.0,54.0,35.3
2017-06-23,16.0,75.0,40.3
2017-06-24,12.0,59.0,35.3
2017-06-25,7.0,47.0,30.9
2017-06-26,0.0,54.0,16.3
2017-06-27,3.0,60.0,23.7
2017-06-28,0.0,57.0,33.5
2017-06-29,0.0,71.0,39.9
2017-06-30,26.0,72.0,44.9
2017-07-01,0.0,71.0,35.9
2017-07-02,0.0,45.0,21.6
2017-07-03,0.0,44.0,16.6
2017-07-04,1.0,44.0,27.5
2017-07-05,10.0,98.0,39.9
2017-07-06,29.0,78.0,46.4
2017-07-07,0.0,26.0,13.2
2017-07-08,0.0,46.0,22.0
2017-07-09,0.0,59.0,23.2
2017-07-11,0.0,78.0,36.2
2017-07-12,2.0,120.0,40.5
2017-07-13,13.0,69.0,43.6
2017-07-14,10.0,79.0,40.1
2017-07-15,0.0,36.0,16.7
2017-07-16,0.0,35.0,16.0
2017-07-17,0.0,98.0,18.3
2017-07-18,1.0,48.0,23.0
2017-07-19,3.0,56.0,33.6
2017-07-20,20.0,74.0,46.2
2017-07-21,30.0,67.0,50.8
2017-07-22,32.0,74.0,47.7
2017-07-23,15.0,64.0,42.0
2017-07-24,7.0,45.0,28.4
2017-07-25,0.0,50.0,23.0
2017-07-26,0.0,32.0,15.2
2017-07-27,11.0,53.0,26.9
2017-07-28,0.0,69.0,24.7
2017-07-29,0.0,26.0,12.9
2017-07-30,3.0,45.0,20.3
2017-07-31,0.0,44.0,19.7
2017-08-01,7.0,46.0,21.6
2017-08-02,15.0,54.0,32.8
2017-08-03,0.0,47.0,22.6
2017-08-04,1.0,123.0,24.6
2017-08-05,13.0,45.0,27.1
2017-08-06,3.0,47.0,23.2
2017-08-07,5.0,55.0,27.5
2017-08-08,12.0,63.0,38.4
2017-08-09,5.0,57.0,30.3
2017-08-10,0.0,16.0,6.4
2017-08-11,0.0,37.0,9.3
2017-08-12,0.0,22.0,8.6
2017-08-13,0.0,18.0,7.6
2017-08-14,0.0,19.0,6.2
2017-08-15,0.0,19.0,5.9
2017-08-16,0.0,25.0,4.5
2017-08-17,0.0,36.0,10.6
2017-08-18,2.0,40.0,23.7
2017-08-19,5.0,40.0,21.8
2017-08-20,0.0,61.0,9.4
2017-08-21,0.0,23.0,10.9
2017-08-22,4.0,29.0,14.8
2017-08-23,0.0,55.0,14.0
2017-08-24,0.0,33.0,15.7
2017-08-25,3.0,54.0,24.7
2017-08-26,7.0,41.0,23.2
2017-08-27,9.0,34.0,22.2
2017-08-28,0.0,44.0,24.3
2017-08-29,0.0,35.0,16.1
2017-08-30,4.0,45.0,24.6
2017-08-31,18.0,51.0,33.0
2017-09-01,1.0,121.0,23.9
2017-09-02,8.0,58.0,26.2
2017-09-03,8.0,58.0,30.9
2017-09-04,0.0,51.0,28.2
2017-09-05,10.0,43.0,24.3
2017-09-06,1.0,52.0,24.3
2017-09-07,11.0,66.0,34.9
2017-09-08,9.0,88.0,46.2
2017-09-09,25.0,80.0,53.4
2017-09-10,18.0,64.0,46.0
2017-09-11,8.0,54.0,23.8
2017-09-12,10.0,31.0,18.9
2017-09-13,11.0,41.0,24.5
2017-09-14,4.0,71.0,28.9
2017-09-15,0.0,32.0,14.8
2017-09-16,0.0,23.0,9.2
2017-09-17,0.0,26.0,8.9
2017-09-18,2.0,39.0,20.0
2017-09-19,18.0,109.0,59.7
2017-09-20,0.0,31.0,16.5
2017-09-21,4.0,69.0,27.3
2017-09-22,15.0,48.0,29.9
2017-09-23,21.0,95.0,52.7
2017-09-24,10.0,82.0,59.0
2017-09-25,27.0,61.0,41.5
2017-09-26,25.0,79.0,44.2
2017-09-27,0.0,97.0,36.9
2017-09-28,1.0,62.0,21.6
2019-11-20,0.0,42.0,24.2
2019-11-21,21.0,75.0,40.0
2019-11-22,16.0,63.0,42.6
2019-11-23,2.0,59.0,30.0
2019-11-24,8.0,80.0,34.3
2019-11-25,7.0,49.0,28.7
2019-11-26,2.0,55.0,29.1
2019-11-27,19.0,65.0,43.5
2019-11-28,14.0,66.0,44.2
2019-11-29,27.0,84.0,48.9
2019-11-30,28.0,117.0,58.0
2019-12-01,25.0,75.0,48.5
2019-12-02,8.0,45.0,24.4
2019-12-03,7.0,66.0,30.4
2019-12-04,2.0,59.0,31.1
2019-12-05,6.0,46.0,27.0
2019-12-06,16.0,52.0,33.5
2019-12-07,28.0,98.0,59.8
2019-12-08,41.0,88.0,63.2
2019-12-09,52.0,102.0,77.9
2019-12-11,10.0,160.5,79.7
2019-12-12,11.0,44.0,25.1
2019-12-13,12.0,42.0,30.1
2019-12-14,0.0,105.0,42.2
2019-12-15,13.0,57.0,39.4
2019-12-16,20.0,62.0,38.2
2019-12-17,15.0,55.0,35.6
2019-12-18,21.0,60.0,41.6
2019-12-19,12.0,65.0,30.7
2019-12-20,12.0,57.0,33.2
2019-12-21,23.0,62.0,43.5
2019-12-22,44.0,87.0,66.4
2019-12-23,34.0,79.0,61.3
2019-12-24,52.0,102.0,79.6
2019-12-25,20.0,89.0,58.4
2019-12-26,23.0,101.0,51.9
2019-12-27,9.0,59.0,36.6
2019-12-28,21.0,72.0,46.4
2019-12-29,32.0,64.0,47.4
2019-12-30,21.0,77.0,42.9
2019-12-31,8.0,130.0,31.4
2020-01-01,14.0,62.0,38.9
2020-01-02,43.0,98.0,68.6
2020-01-03,45.0,116.0,77.8
2020-01-04,37.0,94.0,62.7
2020-01-05,42.0,85.0,62.0
2020-01-06,17.0,85.0,45.8
2020-01-07,0.0,26.0,9.7
2020-01-08,5.0,74.0,32.1
2020-01-09,27.0,70.0,53.5
2020-01-10,46.0,126.0,73.0
2020-01-11,41.0,79.0,59.9
2020-01-12,25.0,89.0,52.6
2020-01-13,6.0,55.0,27.6
2020-01-14,18.0,53.0,34.1
2020-01-15,22.0,60.0,41.4
2020-01-16,12.0,61.0,42.9
2020-01-17,37.0,91.0,63.8
2020-01-18,23.0,116.0,68.3
2020-01-19,37.0,128.0,71.3
2020-01-20,13.0,114.0,54.0
2020-01-21,30.0,93.0,48.9
2020-01-22,28.0,70.0,49.9
2020-01-23,32.0,95.0,70.6
2020-01-24,55.0,108.0,81.7
2020-01-25,14.0,99.0,57.7
2020-01-26,1.0,55.0,27.5
2020-01-27,0.0,31.0,10.1
2020-01-28,0.0,33.0,11.3
2020-01-29,4.0,28.0,14.7
2020-01-30,0.0,37.0,16.5
2020-01-31,5.0,82.0,33.9
2020-02-01,38.0,135.0,86.1
2020-02-02,32.0,131.0,90.2
2020-02-03,18.0,53.0,29.5
2020-02-04,8.0,89.0,32.1
2020-02-05,12.0,42.0,27.7
2020-02-06,28.0,97.0,45.4
2020-02-07,15.0,75.0,43.9
2020-02-08,32.0,79.0,49.7
2020-02-09,15.0,72.0,42.1
2020-02-10,35.0,72.0,53.9
2020-02-11,45.0,100.0,67.9
2020-02-12,36.0,92.0,63.3
2020-02-13,28.0,132.0,89.8
2020-02-15,31.0,120.0,76.0
2020-02-16,0.0,160.5,51.3
2020-02-18,15.0,56.0,28.7
2020-02-19,20.0,72.0,42.8
2020-02-20,56.0,160.5,86.4
2020-02-21,31.0,160.5,84.5
2020-02-22,19.0,160.5,75.8
2020-02-23,10.0,44.0,24.0
2020-02-24,17.0,72.0,41.7
2020-02-25,0.0,83.0,27.4
2020-02-26,0.0,58.0,19.7
2020-02-27,0.0,47.0,14.8
2020-02-28,4.0,57.0,32.3
2020-02-29,3.0,48.0,25.6
2020-03-01,28.0,104.0,56.5
2020-03-02,8.0,62.0,41.5
2020-03-03,23.0,106.0,55.0
2020-03-04,23.0,89.0,53.9
2020-03-05,25.0,70.0,43.4
2020-03-06,22.0,99.0,50.6
2020-03-07,44.0,130.0,78.0
2020-03-08,42.0,105.0,73.1
2020-03-09,29.0,97.0,69.9
2020-03-10,2.0,135.0,56.0
2020-03-11,11.0,61.0,31.2
2020-03-12,12.0,54.0,32.5
2020-03-13,9.0,58.0,32.1
2020-03-14,7.0,113.0,45.5
2020-03-15,3.0,88.0,43.1
2020-03-16,9.0,53.0,25.0
2020-03-17,14.0,93.0,47.4
2020-03-18,12.0,109.0,65.7
2020-03-19,22.0,142.0,57.0
2020-03-20,8.0,52.0,30.4
2020-03-21,8.0,84.0,43.5
2020-03-22,3.0,99.0,40.1
2020-03-23,31.0,87.0,55.3
2020-03-24,34.0,88.0,62.9
2020-03-25,34.0,89.0,56.3
2020-03-26,33.0,80.0,57.0
2020-03-27,14.0,96.0,47.2
2020-03-28,0.0,62.0,30.9
2020-03-29,1.0,70.0,42.9
2020-03-30,0.0,85.0,55.4
2020-03-31,30.0,93.0,51.9
2020-04-01,21.0,115.0,80.8
2020-04-02,16.0,83.0,44.3
2020-04-03,29.0,94.0,63.9
2020-04-04,27.0,112.0,68.8
2020-04-05,3.0,82.0,48.9
2020-04-06,35.0,81.0,54.4
2020-04-07,22.0,99.0,55.8
2020-04-08,20.0,74.0,40.6
2020-04-09,18.0,81.0,47.9
2020-04-10,10.0,72.0,41.5
2020-04-11,12.0,65.0,40.2
2020-04-12,0.0,70.0,32.8
2020-04-13,0.0,60.0,19.3
2020-04-14,24.0,87.0,54.5
2020-04-15,0.0,102.0,65.1
2020-04-16,33.0,105.0,63.7
2020-04-17,8.0,88.0,46.9
2020-04-18,0.0,96.0,28.1
2020-04-19,0.0,48.0,26.7
2020-04-20,0.0,44.0,17.4
2020-04-21,16.0,73.0,32.5
2020-04-22,17.0,150.0,64.0
2020-04-23,18.0,68.0,39.4
2020-04-24,11.0,160.5,43.3
2020-04-25,12.0,83.0,50.5
2020-04-26,2.0,63.0,34.9
2020-04-27,13.0,58.0,37.2
2020-04-28,14.0,87.0,42.2
2020-04-29,15.0,86.0,53.1
2020-04-30,12.0,70.0,37.8
2020-05-01,34.0,73.0,49.8
2020-05-02,23.0,86.0,44.2
2020-05-03,0.0,42.0,26.8
2020-05-04,13.0,62.0,34.4
2020-05-05,1.0,63.0,33.2
2020-05-06,0.0,65.0,35.6
2020-05-07,8.0,70.0,33.3
2020-05-08,8.0,90.0,34.1
2020-05-09,0.0,58.0,16.3
2020-05-10,4.0,101.0,36.5
2020-05-12,7.0,82.0,38.4
2020-05-13,16.0,62.0,33.6
2020-05-14,13.0,64.0,41.3
2020-05-15,0.0,75.0,33.0
2020-05-16,0.0,77.0,28.6
2020-05-17,6.0,89.0,43.7
2020-05-18,8.0,87.0,44.8
2020-05-19,0.0,160.5,33.6
2020-05-20,0.0,49.0,11.8
2020-05-21,0.0,67.0,24.7
2020-05-22,24.0,86.0,52.7
2020-05-23,17.0,140.0,54.6
2020-05-24,0.0,97.0,29.8
2020-05-25,5.0,83.0,44.4
2020-05-26,0.0,98.0,46.6
2020-05-27,0.0,41.0,16.9
2020-05-28,2.0,43.0,25.3
2020-05-29,10.0,54.0,30.3
2020-05-30,13.0,63.0,32.6
2020-05-31,17.0,57.0,33.6
2020-06-01,0.0,86.0,23.6
2020-06-02,0.0,138.0,37.2
2020-06-03,0.0,149.0,53.3
2020-06-04,0.0,121.0,65.8
2020-06-05,0.0,114.0,37.7
2020-06-06,21.0,78.0,47.5
2020-06-07,15.0,86.0,41.1
2020-06-08,0.0,99.0,37.8
2020-06-09,19.0,138.0,47.2
2020-06-10,0.0,145.0,50.9
2020-06-11,0.0,122.0,32.5
2020-06-12,0.0,124.0,48.2
2020-06-13,0.0,105.0,47.6
2020-06-14,0.0,160.0,48.0
2020-06-15,0.0,83.0,29.2
2020-06-16,0.0,160.5,60.6
2020-06-17,0.0,147.0,54.1
2020-06-18,9.0,126.0,40.0
2020-06-19,0.0,59.0,27.5
2020-06-20,9.0,87.0,40.1
2020-06-21,0.0,78.0,34.6
2020-06-22,0.0,86.0,38.8
2020-06-23,0.0,86.0,42.2
2020-06-24,0.0,83.0,35.1
2020-06-25,0.0,64.0,22.2
2020-06-26,0.0,79.0,28.2
2020-06-27,0.0,103.0,23.6
2020-06-28,0.0,80.0,31.8
2020-06-29,0.0,160.5,53.6
2020-06-30,0.0,41.0,7.7
2020-07-01,0.0,117.0,32.5
2020-07-02,0.0,160.5,81.5
2020-07-03,0.0,160.5,55.7
2020-07-04,0.0,136.0,28.2
2020-07-05,0.0,76.0,29.8
2020-07-06,0.0,103.0,28.1
2020-07-07,0.0,73.0,26.0
2020-07-08,0.0,160.5,42.6
2020-07-09,0.0,160.5,55.8
2020-07-10,0.0,89.0,19.6
2020-07-11,0.0,21.0,6.6
2020-07-12,0.0,40.0,15.0
2020-07-13,0.0,24.0,7.4
2020-07-14,0.0,27.0,7.6
2020-07-15,0.0,38.0,11.9
2020-07-16,6.0,142.0,27.0
2020-07-17,2.0,148.0,46.0
2020-07-18,0.0,156.0,56.6
2020-07-19,0.0,89.0,28.2
2020-07-20,0.0,147.0,25.9
2020-07-21,0.0,147.0,38.5
2020-07-23,0.0,160.5,40.3
2020-07-24,0.0,93.0,11.5
2020-07-25,0.0,30.0,4.6
2020-07-26,0.0,55.0,14.3
2020-07-27,0.0,131.0,21.5
2020-07-28,0.0,39.0,12.9
2020-07-29,0.0,29.0,12.4
2020-07-30,1.0,38.0,17.7
2020-07-31,3.0,44.0,20.8
2022-10-20,7.0,85.0,38.9
2022-10-21,19.0,90.0,50.3
2022-10-22,4.0,72.0,34.8
2022-10-23,9.0,62.0,37.2
2022-10-24,6.0,65.0,28.3
2022-10-25,0.0,55.0,16.2
2022-10-26,0.0,52.0,19.5
2022-10-27,8.0,66.0,31.5
2022-10-28,25.0,130.0,42.6
2022-10-29,7.0,46.0,26.5
2022-10-30,0.0,45.0,26.5
2022-10-31,4.0,53.0,27.1
2022-11-01,19.0,75.0,42.2
2022-11-02,5.0,75.0,32.7
2022-11-03,0.0,71.0,28.7
2022-11-04,0.0,67.0,26.7
2022-11-05,11.0,67.0,33.9
2022-11-06,8.0,65.0,28.6
2022-11-07,8.0,72.0,35.8
2022-11-08,21.0,64.0,40.8
2022-11-09,31.0,107.0,65.2
2022-11-10,39.0,109.0,68.7
2022-11-11,21.0,92.0,53.5
2022-11-12,0.0,75.0,43.4
2022-11-13,0.0,32.0,16.2
2022-11-14,0.0,66.0,22.7
2022-11-15,0.0,70.0,29.1
2022-11-16,0.0,64.0,23.6
2022-11-17,15.0,78.0,37.5
2022-11-18,16.0,68.0,37.7
2022-11-19,7.0,64.0,31.0
2022-11-20,6.0,60.0,29.1
2022-11-21,5.0,83.0,35.9
2022-11-22,21.0,83.0,52.6
2022-11-23,3.0,70.0,37.2
2022-11-24,16.0,90.0,49.0
2022-11-25,29.0,79.0,51.7
2022-11-26,0.0,134.0,56.4
2022-11-27,0.0,65.0,21.7
2022-11-28,4.0,67.0,30.4
2022-11-29,0.0,53.0,16.1
2022-11-30,0.0,56.0,23.5
2022-12-01,0.0,57.0,24.2
2022-12-02,1.0,46.0,22.9
2022-12-03,9.0,68.0,35.8
2022-12-04,0.0,45.0,14.8
2022-12-05,0.0,43.0,18.3
2022-12-06,9.0,54.0,29.5
2022-12-07,16.0,61.0,37.1
2022-12-08,12.0,56.0,30.7
2022-12-09,10.0,77.0,38.6
2022-12-10,17.0,55.0,36.4
2022-12-11,13.0,70.0,43.0
2022-12-12,0.0,68.0,31.4
2022-12-14,19.0,105.0,59.3
2022-12-15,20.0,54.0,33.8
2022-12-16,10.0,54.0,31.2
2022-12-17,6.0,41.0,25.0
2022-12-18,4.0,45.0,22.4
2022-12-19,5.0,40.0,23.1
2022-12-20,10.0,160.5,54.5
2022-12-21,10.0,91.0,39.0
2022-12-22,8.0,87.0,29.7
2022-12-23,4.0,37.0,22.3
2022-12-24,11.0,61.0,29.9
2022-12-25,25.0,64.0,40.9
2022-12-26,19.0,84.0,46.3
2022-12-27,17.0,86.0,45.7
2022-12-28,15.0,52.0,34.5
2022-12-29,10.0,43.0,30.3
2022-12-30,12.0,54.0,34.2
2022-12-31,20.0,75.0,48.0
2023-01-01,7.0,93.0,54.8
2023-01-02,8.0,45.0,26.2
2023-01-03,11.0,51.0,30.0
2023-01-04,20.0,160.5,46.9
2023-01-05,24.0,75.0,47.4
2023-01-06,36.0,122.0,72.1
2023-01-10,44.0,91.0,67.7
2023-01-11,56.0,100.0,75.2
2023-01-12,8.0,75.0,50.4
2023-01-13,0.0,55.0,15.6
2023-01-14,0.0,29.0,10.0
2023-01-15,0.0,32.0,12.3
2023-01-16,5.0,38.0,23.1
2023-01-17,11.0,69.0,34.1
2023-01-18,24.0,121.0,57.4
2023-01-19,46.0,108.0,73.4
2023-01-20,7.0,160.5,75.2
2023-01-21,8.0,43.0,28.3
2023-01-22,8.0,59.0,30.3
2023-01-23,28.0,113.0,59.5
2023-01-24,17.0,60.0,33.6
2023-01-25,7.0,47.0,24.1
2023-01-26,13.0,66.0,29.7
2023-01-27,22.0,76.0,47.7
2023-01-28,20.0,85.0,42.9
2023-01-29,22.0,133.0,54.7
2023-01-30,21.0,81.0,51.2
2023-01-31,12.0,69.0,41.5
2023-02-01,29.0,105.0,63.1
2023-02-02,28.0,73.0,50.5
2023-02-03,12.0,69.0,42.8
2023-02-04,13.0,70.0,39.1
2023-02-05,41.0,86.0,63.2
2023-02-06,57.0,96.0,70.4
2023-02-07,45.0,104.0,73.8
2023-02-08,15.0,114.0,68.3
2023-02-09,11.0,57.0,35.2
2023-02-10,6.0,42.0,21.4
2023-02-11,6.0,72.0,41.2
2023-02-12,43.0,118.0,67.3
2023-02-13,7.0,58.0,30.5
2023-02-14,0.0,72.0,40.6
2023-02-15,0.0,36.0,17.3
2023-02-16,12.0,41.0,25.8
2023-02-17,12.0,70.0,40.0
2023-02-18,53.0,113.0,76.0
2023-02-19,2.0,115.0,39.5
2023-02-20,18.0,106.0,46.4
2023-02-21,8.0,52.0,33.6
2023-02-22,18.0,71.0,39.6
2023-02-23,16.0,160.5,51.0
2023-02-24,18.0,83.0,43.6
2023-02-25,25.0,61.0,42.1
2023-02-26,20.0,56.0,37.8
2023-02-27,11.0,98.0,47.1
2023-02-28,6.0,61.0,32.9
2023-03-01,11.0,64.0,32.6
2023-03-02,24.0,107.0,60.6
2023-03-03,24.0,63.0,43.7
2023-03-04,38.0,117.0,65.5
2023-03-05,4.0,138.0,61.1
2023-03-06,18.0,82.0,49.3
2023-03-07,27.0,115.0,59.1
2023-03-08,29.0,90.0,60.7
2023-03-09,25.0,90.0,58.9
2023-03-12,0.0,108.0,49.7
2023-03-13,22.0,60.0,40.3
2023-03-14,0.0,96.0,47.1
2023-03-15,14.0,160.5,54.1
2023-03-16,48.0,133.0,71.4
2023-03-17,18.0,71.0,46.4
2023-03-18,42.0,115.0,65.8
2023-03-20,12.0,142.0,78.4
2023-03-21,12.0,147.0,54.7
2023-03-22,10.0,114.0,63.0
2023-03-26,6.0,130.0,68.5
2023-03-27,20.0,92.0,51.1
2023-03-28,28.0,137.0,65.5
2023-03-29,0.0,125.0,67.0
2023-03-30,39.0,140.0,90.5
2023-04-01,44.0,133.0,87.5
2023-04-02,2.0,107.0,52.4
2023-04-03,0.0,110.0,52.3
2023-04-04,0.0,67.0,30.2
2023-04-05,0.0,39.0,10.1
2023-04-06,7.0,160.5,62.1
2023-04-07,0.0,160.5,78.2
2023-04-08,4.0,93.0,45.7
2023-04-09,13.0,112.0,66.6
2023-04-10,14.0,83.0,48.2
2023-04-11,15.0,160.5,66.6
2023-04-15,18.0,108.0,60.6
2023-04-18,0.0,96.0,49.3
2023-04-19,0.0,135.0,42.0
2023-04-20,0.0,37.0,13.2
2023-04-21,10.0,118.0,63.8
2023-04-22,1.0,99.0,62.1
2023-04-23,11.0,127.0,58.5
2023-04-24,8.0,122.0,60.5
2023-04-25,4.0,54.0,30.8
2023-04-26,5.0,53.0,28.2
2023-04-27,3.0,111.0,42.6
2023-04-28,1.0,93.0,38.1
2023-04-29,0.0,89.0,20.9
2023-04-30,6.0,100.0,46.6
2023-05-01,0.0,90.0,49.9
2023-05-02,0.0,88.0,36.9
2023-05-03,0.0,105.0,45.2
2023-05-04,11.0,94.0,48.1
2023-05-05,0.0,20.0,4.9
2023-05-06,0.0,59.0,10.3
2023-05-07,0.0,62.0,36.0
2023-05-08,2.0,100.0,41.7
2023-05-09,14.0,114.0,56.6
2023-05-10,0.0,121.0,50.1
2023-05-11,23.0,99.0,50.6
2023-05-12,18.0,82.0,52.4
2023-05-13,0.0,69.0,36.2
2023-05-14,0.0,50.0,23.4
2023-05-15,0.0,79.0,37.7
2023-05-16,7.0,111.0,61.4
2023-05-17,5.0,108.0,36.8
2023-05-18,0.0,88.0,32.3
2023-05-19,0.0,53.0,24.3
2023-05-20,0.0,65.0,25.7
2023-05-21,0.0,160.5,85.0
2023-05-23,2.0,122.0,67.5
2023-05-24,12.0,68.0,39.5
2023-05-25,0.0,59.0,35.6
2023-05-26,6.0,74.0,34.6
2023-05-27,0.0,64.0,25.6
2023-05-28,0.0,37.0,9.7
2023-05-29,0.0,61.0,18.1
2023-05-30,7.0,59.0,34.0
2023-05-31,0.0,69.0,29.5
2023-06-01,0.0,72.0,38.4
2023-06-02,2.0,67.0,28.8
2023-06-03,9.0,85.0,37.6
2023-06-04,0.0,70.0,38.6
2023-06-05,0.0,54.0,29.7
2023-06-06,0.0,54.0,19.8
2023-06-07,13.0,103.0,36.6
2023-06-08,1.0,45.0,22.1
2023-06-09,0.0,50.0,21.9
